index,audio_path,ground_truth,whisper_transcription
217,data/AudioCorpus/Recordings/mns_6151718c-fdb2-4e03-8a68-5210858ad277/063_╨ó╨░╨▓_╨╛_╤ü_╤Ç╨╜_╤à╨░╨╜╤é╤ï_╨╛╤ü_.wav,"taw ōs jōrn, xanti os mān's''i lātŋət xa­n'is'tijane.",tăw os jorn χănti os măn'śi λătňăt χănśătijaňăn
218,data/AudioCorpus/Recordings/mns_f9383813-db15-4833-9407-325b3d45d79c/066_╨₧_╨╕╠å╨║╨░_╤é_╨┐_╤é_╤ü╤å╨╡╨╜╨░╨╜_╤à.wav,ōjka tup jot sц'eenan jox­təs.,ojka tʉp jot sԑňăn jəχtăs
219,data/AudioCorpus/Recordings/mns_cc46776a-26e8-46f4-9c8e-499323030faf/014_╨ó╨╛_╨╜╤é_╨╝╨░_╨╜_╨╛╨║╤Ç╤â╨│╤â╨▓╤é_.wav,tōnt mān okruɣuwt taml'ee kol tup n'eeфt'eejuɣansk ust ōləs. tuw ta totw'eēsum.,tʉňăt ma nəkurgʉw tămňa kʉλtup nf­tijugansk uust oλăs tʉwtăt ut wԑsum
220,data/AudioCorpus/Recordings/mns_cc46776a-26e8-46f4-9c8e-499323030faf/020_╨ó╨░_╨║╨╛╨╗╨╜_╨╝╨░_╨╜╤î╨╗╨░╤é_╨╜╤ì_.wav,ta koln mān'lat nēkw'ee wosp'itat'eel'əɣ rup'itaŋkw joxtəs.,tak oλn mănλăt nԑkw wospităt λi rʉpităňki joχtăs
221,data/AudioCorpus/Recordings/mns_cc46776a-26e8-46f4-9c8e-499323030faf/059_╨É╨╝_╨╝╨░_╤ë╤é╤ï╤Ç_╤à╨╛_╤é╨┐╨░╤é_╨░.wav,am mās'tər xōtpat akwan-atiɣlaŋkw nomsēɣum.,am maśir χot păt akwăna tiλăňănum sijum
222,data/AudioCorpus/Recordings/mns_5023843d-262d-4eba-a179-86abf1657656/039_╨ÿ_╨┐_╤é╨╛_╤é╨░╨┐╤ü╨╛╨▓╨╜_╨┐╨╕╨╜╨▓╨╡.wav,iīp tōtapsown p'inw'eēsət. an' lōpmus os k'imkъja­suj pāwliɣt ōlne n'ajāw­ramət.,jiw tətəpsumən pinw jasăt ăň lăpmos əskԑmkԑsuj pawλewt oλňi njawrԑmăt
223,data/AudioCorpus/Recordings/mns_cc46776a-26e8-46f4-9c8e-499323030faf/021_╨¥╨░╨╝╨╡_╨¡╨╗╤î╨╝╨╕╤Ç╨░_╨Ñ╨░╤ä╨╕╨╖╨╛╨▓.wav,nam'ee – el'm'ira xaф'iзowna ajratowa.,nam iλ mira χăfizowňa aj rătowa
224,data/AudioCorpus/Recordings/mns_f9383813-db15-4833-9407-325b3d45d79c/101_╨Ñ╨╛_╤é╨░╨╗_╨┐╨░╨╗╤ï╤é_╨╝╨░_╨╜_╤ü╨╛.wav,"xōtal palət mān sossa māxmanuw ērɣanəl, jīkwanəl tot sussil­tasanəl.",χătλ păλit măn səsa măχmăňăn r­go­nʉw ikw­nʉw tətsăsλ tăsăňăn
225,data/AudioCorpus/Recordings/mns_6151718c-fdb2-4e03-8a68-5210858ad277/075_╨¥╨░_╨╜_╨╝╨░_╨╜╤î╤ë╨╕_╨╗╨░_╤é_╤ï╨╜.wav,nān mān's''i lātŋint taml'ee pumas' wārmal' am tāra-pattisum. nān tox lāw'eeɣə̄n.,năň măn'śa λătňăn tămλip pʉmăś wԑrmaλ' amtăra păt təsum năň toχλaw i wənt
226,data/AudioCorpus/Recordings/mns_cc46776a-26e8-46f4-9c8e-499323030faf/053_╨ó╨░╨▓_╨╗╨░_╨▓╨╝╨╡_╤ë╨╕╤Ç╤ï╨╗_╨┐╨╡_.wav,"taw lāwm'ee s''irəl, p'eēs surɣut muз'eeəŋ māt ru­p'itan sossa xōtpat.",tăw λaw­mi śirλ pԑsur gut muzejňmăt rʉpităn səsăχ χotpăt
227,data/AudioCorpus/Recordings/mns_fc3fe528-fe46-498b-9d60-49e20a18aa98/013_╨ó╨░_╨┐╨╛╤Ç╨░╤é_╨╝╨░_╤à╤â╨╝_╤ü╨░╨║╨░.wav,ta porat māxum saka tārw'itəŋ ōlsət.,ta purăt ma χəm săkăt tar iti ňoλsəw
228,data/AudioCorpus/Recordings/mns_6151718c-fdb2-4e03-8a68-5210858ad277/068_╨£╨ô╨ú_╨║╨╛╨╗╨╜_╨░╨╝_╨╛_╨▓╤ï╨╗_╤ë_.wav,"mɣu koln am ōwəl s''ojos xun' joxtisum, mat'eemat'ika mos' l'ujūl'saŋ xansislum, at wujw'eēsum.",m nuχ kən am owəλ śos χujot­sum mat­matika muś λʉwλsăň χănsistλum at wuj wԑsum
229,data/AudioCorpus/Recordings/mns_6151718c-fdb2-4e03-8a68-5210858ad277/020_╨₧╤ü_╨╝╨╛╤ë╤ë╨░╨│_╤à╤â╨╗╤î╤é╤â╨╝_╨╝╨╕.wav,os mos's'aɣ xul'tum m'irət lātŋanəl xan'is'­taŋkw s'ar māk pums''əɣ ōli.,os joχ χuλtum mir λat­ňăλ χănśtăňăk śăr măk pʉm śi oλa
230,data/AudioCorpus/Recordings/mns_cc46776a-26e8-46f4-9c8e-499323030faf/052_╨ó╨╛╤é_╤ü╨╛╤ü╤ü╨░_╨╝╨░_╤à╤â╨╝_╨░╨║╨▓.wav,tot sossa māxum akwan-atiɣlasanəl.,tət səsămăχum ăk wan atiλăsăňăλ
231,data/AudioCorpus/Recordings/mns_6151718c-fdb2-4e03-8a68-5210858ad277/011_╨ó╨░╨▓_╤é╤ï_╨░_╨╜╤â╨╝╨╜_╨╗╨░_╨▓╤ï╤ü.wav,"taw ti ānumn lāwəs, ontolow klass āstlanem jui-pālt moskwan wos m'inēɣum.",tăw ti ԑnumn λawăs wantoλup λăs asλănԑm jujpăt moskwan wəsmini
232,data/AudioCorpus/Recordings/mns_cc46776a-26e8-46f4-9c8e-499323030faf/017_╨ó╨░_╨╜_╨░_╨╜╤â╨╝_╤à╨░╨╜╤é╤ì╨╕╠å╨║╨░╨│.wav,tān ānum xantejkaɣ namtalasanəl.,tăň ănum χăntijkijnam tăλăsăňăλ
233,data/AudioCorpus/Recordings/mns_6151718c-fdb2-4e03-8a68-5210858ad277/045__╨╝╨░╤ë╨░╨║╨▓_╨┐╨╛╤é╤ï╤Ç_╤é╨░_╨║╨▓_.wav,"jomas'akw potir­taŋkw xāsēɣət. xot'jut xan'is'taxtən nēpakət xansuŋkw t'ee wujxatnuw, saka jomas ōlnuw.",jomaśăk pa tərtaň χăsijkăt χot'ś ut χănś tăχti nԑpăk χăn­sʉňăt t wʉjχătnʉw λăka jomăs oλňʉw
234,data/AudioCorpus/Recordings/mns_5023843d-262d-4eba-a179-86abf1657656/012_╨ó╨░_╤Ä╨╕_╨┐╨░_╨╗╤é_╨░_╨│╨╕╤é_╨┐╤ï.wav,ta jui-pālt āɣ'it-piɣət kon jonɣ'əm xājtiɣtēɣət.,ta juj păλ tăjt pʉwt kunjən imχajtijt ewət
235,data/AudioCorpus/Recordings/mns_cc46776a-26e8-46f4-9c8e-499323030faf/042_╨£╨╛_╤é╤ï╤é_╤é╨░_╨╗_╤é╨░_╨╜_╤ë╨╕╤Ç.wav,mōtət tāl tān s''irwa-wāj jūntsət.,muwătλ tăλtăn śirwa waja jontsăt
236,data/AudioCorpus/Recordings/mns_cc46776a-26e8-46f4-9c8e-499323030faf/015_╨£╨╛_╤é_╨╜╤Å_╨▓╤Ç╨░╨╝╤ï╤é_╤à╨░╨╗╤é_.wav,mōt n'ajāwramət xalt am saka āprəŋ n'ajāwraməɣ ōlsum.,mʉt njawrԑm at χăλtăm săka aprň njawrԑm i χuλsum
237,data/AudioCorpus/Recordings/mns_fc3fe528-fe46-498b-9d60-49e20a18aa98/048_╨ó╨░_╨╜_╨╜╨░_╤à╨╛╨╗╤î╤é╤ï╨╜_╤ü╤ì_╤Ç.wav,"tān naŋ xol'tən sērъjor, kār­kam xōtpaɣ wos janiɣm'eē­ɣət.",tăm năňχoλ'wnts jărjur kartəm χuat pa uwaśen imi
238,data/AudioCorpus/Recordings/mns_6151718c-fdb2-4e03-8a68-5210858ad277/094_╨É╨╝_╨Æ╨░╨╗╨╡╤Ç╨╕╨╕╠å_╨º╨╡╤Ç╨╜╨╡╤å╨╛╨▓_.wav,am wal'eer'əj ч'eern'eeцow xan­sum nēpakane jot-totsa­num,am waliri t'ar'niaw χăntsum nԑpkăňăn tətsănum
239,data/AudioCorpus/Recordings/mns_fe84e10c-d228-4e29-937b-e73e570dbb24/007_╨æ╨╡╨╗╨╛╤Å╤Ç╤ü╨║╨╕╨╕╠å_╤Ç╨░╨╕╠å╨╛╨╜╤é_╨Ü╨░.wav,б'eelojarsk'əj rajont kasum pāwəl muз'eej kus'aəɣ ōlne nē el'eena t'eer'eent'ewna ф'eeдotowa sāwsər jomas tēlat wār'i.,blaiarskoj rajon kăsum pa­wλ muzj kʉśi jiw oλňănԑ jlena ti­rntwnnoj fidotowo sowsir jomma stԑλăt wariw
240,data/AudioCorpus/Recordings/mns_6151718c-fdb2-4e03-8a68-5210858ad277/014_╨É╨╝_╨╗╨╛╨▓_╨╛╤ü_╨░╨║╨▓╤à╤â╨╕╠å╨┐╨╗╨╛╨▓.wav,"am low os akwxujplow klassət tot xa­n'is'taxtasum, oбs''eeж'i­t'ijat ōlsum.",am λow os aχuj plow klassit tət χănśta χătsum apśišitjat oλsum
241,data/AudioCorpus/Recordings/mns_cc46776a-26e8-46f4-9c8e-499323030faf/034_╨»╨╗╨┐╤ï_╤à╨╛_╤é╨░_╨╗╤ï╤é_╨╝╨░╨╜╨╛╤ü.wav,"jalpəŋ xōta­lət manos namxōtalət ōlne porat akwaɣ taw jote xōntxatiɣlim'eēn, potirtim'eēn.",ԑλ păň χuatăλăt mănəs nam χuatăλăt oλ nԑp o­răt ăkojta wəti χan χătiλi mԑn pʉtărt imԑn
242,data/AudioCorpus/Recordings/mns_5023843d-262d-4eba-a179-86abf1657656/035_╨Ü╨░_╤ü╤ï_╨╜╤ì_╨┐╨░╨║_╨╗╨╛_╨╝╤é_╤é.wav,kāsəŋ nēpak-lōmt tat'eem n'ojōtnēɣ wār'ima.,kasəŋ nԑpăkλam tătm njotnij wărԑma
243,data/AudioCorpus/Recordings/mns_fc3fe528-fe46-498b-9d60-49e20a18aa98/006_╨ó╨░╨▓_╨»_╤ü╤â╨╜╤é_╨┐╨░_╨▓╤ï╨╗╤é_╤ü.wav,"taw jāsunt pāwilt samən patəs, tot janiɣ­mas.",tăw jasun păλăt sămn pătəs tʉt jănimăs
244,data/AudioCorpus/Recordings/mns_5023843d-262d-4eba-a179-86abf1657656/001_╨₧╨╝╨░╨╜╤â╨▓_╨╗╨░_╤é_╤ï╤é_╤à╨░╨╜╨╕╤ë.wav,omanuw lātŋət xan'is'taw'eet.,uman uλ lătňət χăn iśi tăjt
245,data/AudioCorpus/Recordings/mns_6151718c-fdb2-4e03-8a68-5210858ad277/054_╨ó╤â╨▓╤ï╨╗_╤ì_╨╗╨░╨╗╤î_╤ü╨░_╨▓_╤ü╤ï.wav,"tuwəl ēlal' sāw­sər potrət xansuŋkw patēɣum, uч'ojonəj xōtpatn low'in'tijanum.",tʉwaλ ԑλăλ' sowsir putrăt χăn­sum pătewum ujonoj χătpătn λəwntijn
246,data/AudioCorpus/Recordings/mns_6151718c-fdb2-4e03-8a68-5210858ad277/051__╤ü╤é_╨╛_╨╗╨╜╤ì_╨╝╨░_╨╜╤î╤ë╨╕_╤à╨╛.wav,"ust ōlne mān's''i xōtpat jot potirtasum, jomas'akw t'itiɣlasanum.",ustăλňi măn'śi χot păt jot pətărtăsum jomaśakti tiλăsănum
247,data/AudioCorpus/Recordings/mns_5023843d-262d-4eba-a179-86abf1657656/020_╨ÿ╠å_╨▓╤ï╤é_╨┐╤â╨╝╤ï╤é_╨╛╤ü_╨╕╠å╤Ç╨╕╤ë╨╕.wav,"jīwət, pumət os ujr'is''ət xu­r'ija­nəl pōsləm ōlēɣət.",ewăt pʉmăt χos ujriśit χurijan upasλi măλijt
248,data/AudioCorpus/Recordings/mns_6151718c-fdb2-4e03-8a68-5210858ad277/062_╨í╨╡╨▓╨░_╤é_╨»╨╝╨░╨╗╨╜_╨Ü╨░╤ü╤â╨╝_╨┐.wav,"s'eewa jot jamaln, kasum pāwiln jaləs.",swa jət mmaλn kăšum pa wəln jăλis
249,data/AudioCorpus/Recordings/mns_51efedb4-c538-4ec2-9340-bdc77fda8ddd/028_╨ÿ╠å╨╕╨╗╤î╨┐╨╕_╨╜╤ì_╨┐╨░╨║_╨Ñ╨╡╨╗╤î_╤ü.wav,j'il'p'i nēpak x'eel'­s'ink'i ust ōlne nauчnəj nēpak lāpkat jowtuŋkw'ee rōw'i.,λpi nԑpkăw χλ­sňki uoz­tul nԑpkăt lătkătλ gow­tum wʉ­rowi
250,data/AudioCorpus/Recordings/mns_51efedb4-c538-4ec2-9340-bdc77fda8ddd/032_╨ó╤ï_╨║╨╛╨╜╤ï╨┐╨░╨╗_╨║╨░_╤ü╤ï_╤à╨╛_.wav,ti konipal kāsəŋ xōtpa takw'i ōs ti nēpak s''irəl xan'is'taxtuŋkw'ee w'eērm'i.,ti konupaλ kasn χot pa mosti nԑpuk śirλ χaniśta χ tʉňkwa wԑrmi
251,data/AudioCorpus/Recordings/mns_51efedb4-c538-4ec2-9340-bdc77fda8ddd/016_╨£╨░_╨╜╤î╤ë╨╕_╨╗╨░_╤é╤ï_╤à╨░╨╜╨╕╤ë╤é.wav,mān's''i lātəŋ xan'is'tan nēpak k'ət sōtira wāt nupəl akw tālt xansuŋkw'ee ōwiltasət.,măn'śa λătň χănśtăn nԑpăk kit­sua­tăra watnupλ ăk tăλăt χăn­sum χi oλătăsăt
252,data/AudioCorpus/Recordings/mns_51efedb4-c538-4ec2-9340-bdc77fda8ddd/007_╨₧_╨▓╤ï╨╗_╤ë_╤ü_╨║╨╕╤é_╤ü╨╛_╤é╤ï╤Ç.wav,ōwəl s''ojōs k'ət sōtira wāt nupəl akw tālt wāruŋkw'ee nomilmatas.,owλ śos kit­sutăra watnupλ ăk tăλt warum finuməmătăs
253,data/AudioCorpus/Recordings/mns_177219ef-59e9-4842-a7b7-4ae54cf98d31/009_╨ó╨╛╤é_╨╝╨░_╨╜╤î╤ë╨╕_╨╝╨╛_╨╕╠å╤é╤ï╤é_.wav,tot mān's''i mōjtət xansəm ōlēɣət.,tut măn'śi mojtət χansim aλijət
254,data/AudioCorpus/Recordings/mns_177219ef-59e9-4842-a7b7-4ae54cf98d31/003_.wav,nan,kit nɛpăkəm urăλ putər oλəs
255,data/AudioCorpus/Recordings/mns_177219ef-59e9-4842-a7b7-4ae54cf98d31/008_╨£╨░_╨╜_╨░╨╜╤î_╨║╨╕╤é_╨╝╨░╤ü_╨╜╤ì_.wav,mān an' k'ət jomas nēpakəɣ sussiltan māɣəs atxatasūw.,ma năň tijt jomas nɛ pa kăλsəλsəλtan mărəs χata λʉw
256,data/AudioCorpus/Recordings/mns_c1139318-b255-49af-a490-4bcc62c40ebe/024_╨É╨╝_╨Ñ╨░_╨╗╤î_╤ü╨╜_╨╝╨╕╨╜╤â_╨║╨▓╨╡.wav,"am xāl'usn m'inuŋkw'ee lāww'eēsum, tuw ta ōlmiɣtasum.",am χaλ josən mԑn om wiλaw jasəŋ turta aλ mʉn
257,data/AudioCorpus/Recordings/mns_177219ef-59e9-4842-a7b7-4ae54cf98d31/028_╨₧╤ü_╨╛╨╝╨░╤é╤ì_╨É╨║╤ü╨╕╨╜╤î╤Å_╨í╤é╨╡.wav,os omate aks'in'ja st'eepanowna jot at ta xōntxatiɣlasum.,oλəmăti ăkśindeski pănəmna jʉt at ta χońχătən λăsəm
258,data/AudioCorpus/Recordings/mns_e2d6bd48-0319-4a7a-bd14-08d07e0197e8/009_╨É╨╝_╨╜╨░╨╝╤â╨╝_╨É╨┤╨░╨╝_╨É╤ä╤Ç╨╕╨║╨░.wav,"am namum aдam, aфr'ikat ōlne mal'i māt.",am namum χătam afrikatăλňi măt
259,data/AudioCorpus/Recordings/mns_62530372-28a5-4c72-bdd1-a1c1c5d090c9/052_╨ô╨╡╤Ç╨╝╨░_╨╜╨╕╤Å╤é_╨¡╨╗╤î╨▒╨░_╤Å_╨▓.wav,"ɣ'eerma­n'ijat el'бa jā wātat akw m'ər ōləs, rus' lātŋəl lāwaw'eet el'бsk'əe slaw'ajan'ee.",kərmanijət ew pa javatăt ăk mir oλəs rʉši lătno λawăt ewpskiji slarjani
260,data/AudioCorpus/Recordings/mns_62530372-28a5-4c72-bdd1-a1c1c5d090c9/034_╨É╨╜╤î_╨╜╤Å_╨▓_╤Ç╨░╨╝╤ï╤é_╨╛╤ü_╨╝╨░.wav,an' n'ajāw­ramət os mān'lat māxum s'ān' lātŋəl saka at potirtēɣət.,pa ńawrɛmət osmajn λat ma χʉm śajn λat mʉsa kăt putərti ewəλt
261,data/AudioCorpus/Recordings/mns_186638cd-e6c5-47ef-9a25-4b6d6adf9bce/020_╨¥╨╕╨╗╨░_╤ì_╤ë_╨╛╤ü_╨░_╨┐╤ë╨╕_╨╛_.wav,n'ila ēs' os āps''i ōn's''i.,ńila ɛś pos ap śi pon' śi
262,data/AudioCorpus/Recordings/mns_1099f856-05a1-44ee-bc58-4d21b3f11fe6/016_╨ó╨░_╨╜_╤é╤ï╤é_╤ü╨░_╨▓╤ü╤ï╤Ç_╨┐_╨╝.wav,tān tit sāwsər puməs' xan'is'tapət os sir'ee-sər kasilət kāsalēɣət.,tǎn titi sawəsər pomuś χani śi tăpət oλs siri sərkăsi lup kăsala
263,data/AudioCorpus/Recordings/mns_e2d6bd48-0319-4a7a-bd14-08d07e0197e8/014_╨É╨╝_╤ê╨║╨╛╨╗╨░_╨╝╨░╤ë╨░╨║╨▓_╨░_╤ü╤é.wav,am шkola jomas'akw āstlamum jui-pālt.,am školam jɵmaśa kasλaməm jʉj pănt
264,data/AudioCorpus/Recordings/mns_186638cd-e6c5-47ef-9a25-4b6d6adf9bce/007_╨»╨╜╤ï╨│_╨░_╨│╨╕╨╝╨╡_╨╜_╨╜╨░╨╝╨╡_╨Æ.wav,"janəɣ āɣ'im'eēn nam'ee warwara, n'ojololow tāle tōwləs.",jaňi aj mԑn nԑm warwara njoλaλaw tԑλi təwλăs
265,data/AudioCorpus/Recordings/mns_177219ef-59e9-4842-a7b7-4ae54cf98d31/032_╨Ñ╤â╨╝_╨╗╨░_╨▓╤ï╤ü_╨░_╤é╤Å╨╝_╨╝╨░_.wav,xum lāwəs: āt'ajam mān's''i mōjtət ōs akwaɣ mōjtiɣlas.,χumλăwas atԑm man'śi mojtət asa χɵw mojtəwλas
266,data/AudioCorpus/Recordings/mns_186638cd-e6c5-47ef-9a25-4b6d6adf9bce/015_╨₧╨╝╨░╨╝_╨Ü╨╗╨░╨▓╨┤╨╕╤Å_╨Ü╨╕╤Ç╨╕╨╗╨╗╨╛.wav,"omam klawд'ija k'ir'illowna, takw'i ōpar'əs' nam'ee jur'ewa.",əmăm klavdi kirilowna taki opă­raś nԑmija jur­wa
267,data/AudioCorpus/Recordings/mns_186638cd-e6c5-47ef-9a25-4b6d6adf9bce/012_╨₧╨╗╤Å_╨╜╨░_╤à╨╛╤é╤ï╨╗_╨╛_╨╗╤ì_╨│╤ï.wav,"ol'aja, naŋ xotəl ōlē­ɣən?",oλja năň χotλ oλajen
268,data/AudioCorpus/Recordings/mns_e2d6bd48-0319-4a7a-bd14-08d07e0197e8/061_╨É_╤é╤Å╨▓_╤é╨░╨║╨▓╨╕_╨╗╨░_╤é_╨╡_╤Ç.wav,āt'ajaw takw'i lātŋe r'inkonaдa.,atɛw tăp wiλatən jis rinka năta
269,data/AudioCorpus/Recordings/mns_e2d6bd48-0319-4a7a-bd14-08d07e0197e8/057_╨í╤ï╤Ç╨╡_╤ü╤ï╤Ç_╨┐╨░╤ü_╤é╨░╤é_╨▓╨░_.wav,sir'ee-sər pas­tat wār'eēw.,sirisər pasta tătwari
270,data/AudioCorpus/Recordings/mns_e2d6bd48-0319-4a7a-bd14-08d07e0197e8/070_╨Ñ╤â╨╝╤â╤ü_╤é╨╛╨▓╤â_╨║╨▓╨╡_╤ì_╤Ç╨╕_.wav,"xumus towuŋkw'ee ēr'i, tuwəl us' n'ojowumtasm'eēn.",χuŋəλ tuλum kwi ɛri tuλ puλ uś ńʉwəmλa sm'jan
271,data/AudioCorpus/Recordings/mns_186638cd-e6c5-47ef-9a25-4b6d6adf9bce/005_╨₧_╨╕╠å╨║╨░╤é╤ì_╨╜╨░╨╝╨╡_╨É╨╗╨╡╨║╤ü╨╡╨╕╠å.wav,"ōjkate nam'ee al'eeks'eej s'eem'ojonow'əч, tēn n'ila āɣ'i ōn's''eēɣ.",ojkăt inam i a­l'xij sm'ju­noweś tԑm nila aj on'śij
272,data/AudioCorpus/Recordings/mns_1099f856-05a1-44ee-bc58-4d21b3f11fe6/030_╨Ñ╨╛╤é╤î╤Ä╤é╨░╨╜╤ï╨╗_╨╜╤ì_╨┐╨░╨║╨╡_╨┐.wav,xot'jutanəl nēpak'ee pē­r'ijaw'ee – w'eelos'ip'eeдəl m'iw'ee.,χɵtˊ utăn u nɛ pa ki pɛrijaλ welosipetaλmewa
273,data/AudioCorpus/Recordings/mns_177219ef-59e9-4842-a7b7-4ae54cf98d31/018_╨«_╨╜╤é╤â╨╝_╤â╤é╨░╨╜╤ì_╤à╨╛╤Ç╨░╨╝╤ï╨╗.wav,jūntum utane xoraməl s'urtsane.,juntəm utane χorəma śurətsane
274,data/AudioCorpus/Recordings/mns_186638cd-e6c5-47ef-9a25-4b6d6adf9bce/037_╨ó╨╛╤é_╨░╤ë╨╛_╨╕╠å╨║╨░╨╝_╨║╨╛╨╗╤à╨╛╨╖╤é.wav,"tot as'ōjkam kolxoзt rūp'itas, xūl alis'las.",tət aśojkam kolχozət rʉpităs χuλaλiśλăs
275,data/AudioCorpus/Recordings/mns_62530372-28a5-4c72-bdd1-a1c1c5d090c9/013_╨Ñ╤â╨╜╤î_╤à╨╛╤é╤é╤ï_╤à╨╛_╨╜╤é╤à╨░╤é╤ï.wav,"xun' xotti xōntxatiɣlapət wāriɣlaw'eet, wōwaw'eem t'ee, nān ōlne mān s'āɣtəm joxtalēɣum.",λʉŋ χotti χońλəti λapət warəŋλawet wow ɛwəmti analti mănśajəλəm juχtəλajəw
276,data/AudioCorpus/Recordings/mns_c1139318-b255-49af-a490-4bcc62c40ebe/007_╨₧╨╝╨░╤é╤ì_╨É╨╜╨╜╨░_╨ó╨╕╤à╨╛╨╜╨╛╨▓╨╜╨░.wav,"omate anna t'ixonowna, takw'i ōpar'əs' nam'ee nom'ina, xul'ujumsuntnəl ōləs.",măti ănna tiχanăwna tăt we apariś nԑmi nəmna χuλjum sʉntnəw aλəs
277,data/AudioCorpus/Recordings/mns_e2d6bd48-0319-4a7a-bd14-08d07e0197e8/035_╨ó╨░╨▓╨╡_╨┐╤â╤ü╤ü╤ï╨╜_╨▓╨░_╨│╨░╨╜╤ï╨╗.wav,"taw'ee pussən wāɣanəl, шkolat n'ajāwramət ti lātŋəl xan'is'taw'eet.",tawim pʉsən waλəntəλ školat njawrəmət tiλat nɵm χaniśλəwt
278,data/AudioCorpus/Recordings/mns_e2d6bd48-0319-4a7a-bd14-08d07e0197e8/046_╨É╨╝_╨╜╨░╨╝╤â╨╝_╨ö╨░╨╜╨░_╨ñ╨╕╨╗╨╕╨┐╨┐.wav,"am namum дana, ф'il'ipp'ini mānəl joxtisum, man'ila ust samən patsum.",amnɛməm tana filipini mănəλ juχtəsəm wanila osəntən pătsəm
279,data/AudioCorpus/Recordings/mns_c1139318-b255-49af-a490-4bcc62c40ebe/021_╨ÿ╨╜╤é╨╡╤Ç╨╜╨░╤é╤é_╤Å╨╜╤ï╨│_╤ü╨░_╤é_.wav,int'eernatt janəɣ sāt xus āɣ'ir'is''it-piɣr'is''ət ōlsət.,internatət nԑn iλsajət χʉs aj ireśət pɵreśət aλsət
280,data/AudioCorpus/Recordings/mns_177219ef-59e9-4842-a7b7-4ae54cf98d31/006_╨₧╨╝╨░╤é╤ì_╨╝╨╛_╨╕╠å╤é╤ï╨│╨╗╨░╨╝_╨╝╨╛_.wav,omate mōjtiɣlam mōjtət xasw'eēsət.,omăti mojtănλəm mojtăt χăs wɛsăt
281,data/AudioCorpus/Recordings/mns_177219ef-59e9-4842-a7b7-4ae54cf98d31/022_╨£╨╛_╨╕╠å╤é╤ï╤é_╤â╤Ç╤ï╨╗_╨ô╨░╨╗╨╕╨╜╨░_.wav,mōjtət urəl ɣal'ina ruдol'фowna konд'ina tox potirtas.,mojti tʉrəλ galina rʉt oλ'făna kondina təχ put ʉrtăs
282,data/AudioCorpus/Recordings/mns_186638cd-e6c5-47ef-9a25-4b6d6adf9bce/043_╨É╨║╨▓╨░╨│_╨┐╨╛╤é╤ï╤Ç╤é╨░_╨╗╤ï╤ü_╨╝╨░.wav,"akwaɣ potirtāləs, mān's''i mōjtət mōjtiɣlas.",a kwaj pa turtaλəs man' śi mojtət mojt ʉnλəs
283,data/AudioCorpus/Recordings/mns_c1139318-b255-49af-a490-4bcc62c40ebe/004_╨Ñ╨╛_╤é╨┐╨░_╨╜╤â╨┐╤ï╨╗_╨░╤é_╤é╨░_╨╗.wav,xōtpa nupəl at tāle tōwləs.,χat pa nʉpəλ at tăλi təwλəs
284,data/AudioCorpus/Recordings/mns_88818793-da5d-4da1-b15f-accfe4f09ef0/003_╨í╤â╨┤╤î╨▒╨░_╤ç╨╡╨╗╨╛╨▓╨╡╨║╨░_╨▓_╨╕╤ü.wav,suд'бa ч'eelow'eeka w istor'əi naroдa nampa sussiltap ōləs.,sʉt pa čowlika wistoriju naroda nԑm pa sʉsλa tăp aλăs
285,data/AudioCorpus/Recordings/mns_88818793-da5d-4da1-b15f-accfe4f09ef0/010_╨ò╨▓╨┤╨╛╨║╨╕╤Å_╨É╨╗╨╡╨║╤ü╨░╨╜╨┤╤Ç╨╛╨▓╨╜.wav,ewдok'ija al'eeksanдrowna xanti xoramət os xansat urəl sāw nēpak xansəs.,wd iki a­λe­ksandrwn χănti χurəmat as χăn­sa tʉr λaw nԑpkăn χăntsăs
286,data/AudioCorpus/Recordings/mns_88818793-da5d-4da1-b15f-accfe4f09ef0/005_╨ó╨░╨╝╨╗╨╡_╨╜╨░╨╝╨┐╨░_╨║╨╛╨╜╤å╨╡╤Ç╤é_.wav,taml'ee nampa konц'eert ōləs.,tămλɛn nɛm pa konsert oλəs
287,data/AudioCorpus/Recordings/mns_88818793-da5d-4da1-b15f-accfe4f09ef0/016_╨ó╤ï_╤é╨░_╨╗_╤é╨░╨▓╨╡_╨╜_╨╛╨╜╤é╨╛╨╗.wav,"ti tāl taw'eēn ontolow sāt tāl tōwlinuw, ōlupsate xosa os sōtəŋ ōləs.",ti tăλ tăwԑn want uλəw săt tăλ towλanʉw oλəp­siti χosəw suatĭň oλ
288,data/AudioCorpus/Recordings/mns_88818793-da5d-4da1-b15f-accfe4f09ef0/026_╨ò╨▓╨┤╨╛╨║╨╕╤Å_╨É╨╗╨╡╨║╤ü╨░╨╜╨┤╤Ç╨╛╨▓╨╜.wav,ewдok'ija al'eeksanдrowna tot шkolat n'ajāwramət mat'eemat'ikan xan'is'taŋkw'ee patəs.,śiw taki aksandrowna tət školat njawrԑmət matimatikən χăn'śi tăŋχija păta
