index,audio_path,ground_truth,whisper_transcription
209,data/AudioCorpus/Recordings/mns_6151718c-fdb2-4e03-8a68-5210858ad277/003_╨ó╤ï_╨Æ╤ü╨╡╨▓╨╛╨╗╨╛╨┤_╨£╨░╤ü╨╗╤Ä╨║╨╛╨▓.wav,"Ты Всеволод Маслюков, Варвара Тютюнникова, Мария Сатина ос Селена Савинова.","Kį vesievalokmas lykau varvarai kytiunikovą, Maria Satina, usilie nasāvinovo."
210,data/AudioCorpus/Recordings/mns_6151718c-fdb2-4e03-8a68-5210858ad277/105_╨ó╤â╨╕_╨┐╨╛╤Ç╨░╤é_╤é╤ï╨│_╨╛_╤ü_╤é╨░.wav,"Туи порат тыг о̄с тах ёхталэ̄в, ща̄нь ла̄тӈын э̄лаль ханищ­таӈкв паты­­лӯв.",tu jip orat ykostak jau chtalia. Šai nalatnėn elai hane štang patiluv.
211,data/AudioCorpus/Recordings/mns_6151718c-fdb2-4e03-8a68-5210858ad277/077_╨ó╨░╨╝╨╗╨╡_╨┐_╨╝╤ï╤ë_╤é╤â╨┐_╤é╨╛_╨▓.wav,Тамле пӯмыщ туп то̄ва ла̄тӈыт хӯнтамлаӈкв ро̄ви. ,"Там есть помощь, туптово латник, хунтом ланкрови."
212,data/AudioCorpus/Recordings/mns_6151718c-fdb2-4e03-8a68-5210858ad277/070_╨ó╨╕_╤é╤ï╨╜_╤é╤ï╨│_╨£╨╛╤ü╨║╨▓╨░╨╜_╨╝.wav,"Ти­тын­тыг Москван мина­сум, то̄нт ущта ёмащакв хансыслум.","Gyitinti maskván minasum, tant ušte jómešak fanzistum."
213,data/AudioCorpus/Recordings/mns_f9383813-db15-4833-9407-325b3d45d79c/083_╨ó╨╕╤é╤ï╤é_╨╝╨╡_╤ü╤é╨░╤é_╨¥╨╕╨╢╨╜╨╡╨▓.wav,"Титыт ме̄стат – Нижневартовский район, хӯрмит ме̄стат – Нефте­юганский район.","Медведь не вартовский район, хормет вместо нефтьюганский район."
214,data/AudioCorpus/Recordings/mns_f9383813-db15-4833-9407-325b3d45d79c/043_╨₧_╨▓╨╗╤ì_╤é_╤à╤â╨╝_╤à╨╛_╤é╨┐╨░╤é_.wav,О̄влэ̄т хум хо̄тпат кассыт.,"Овляд, умхот подкасет."
215,data/AudioCorpus/Recordings/mns_fc3fe528-fe46-498b-9d60-49e20a18aa98/038_╨»_╤ü╤â╨╜╤é_╨┐╨░_╨▓╤ï╨╗_╤Å╨╗╨┐╤ï_╨╝.wav,Я̄сунт па̄выл ялпыӈ ма̄ ӯргалан хо̄тпаг ла̄ваве.,یا سنپا وہ یا تو ما ڈا ہوا پاں لا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گا گ
216,data/AudioCorpus/Recordings/mns_6151718c-fdb2-4e03-8a68-5210858ad277/109_╨ó╨░_╨╜_╤Ç╨░╨╜╤ï╨╗_╤à╨╛╤ü╤ï╤é_╨╝╨░_.wav,Та̄н ё̄раныл хосыт ма̄ньщи ла̄тӈув э̄лаль ханищтаве.,Tan juarunil chosip manšilatnų jelai hansi tavi.
217,data/AudioCorpus/Recordings/mns_6151718c-fdb2-4e03-8a68-5210858ad277/063_╨ó╨░╨▓_╨╛_╤ü_╤Ç╨╜_╤à╨░╨╜╤é╤ï_╨╛╤ü_.wav,"Тав о̄с ё̄рн, ханты ос ма̄ньщи ла̄тӈыт ха­нищтыянэ.",tawos jor hán dosh manšilatnit khenštirni.
218,data/AudioCorpus/Recordings/mns_f9383813-db15-4833-9407-325b3d45d79c/066_╨₧_╨╕╠å╨║╨░_╤é_╨┐_╤é_╤ü╤å╨╡╨╜╨░╨╜_╤à.wav,О̄йка тӯп ёт сценан ёх­тыс.,"Ойка, тупьет, цена ньортасть."
219,data/AudioCorpus/Recordings/mns_cc46776a-26e8-46f4-9c8e-499323030faf/014_╨ó╨╛_╨╜╤é_╨╝╨░_╨╜_╨╛╨║╤Ç╤â╨│╤â╨▓╤é_.wav,То̄нт ма̄н округувт тамле кол туп Нефтеюганск ӯст о̄лыс. Тув та тотве̄сум.,"Tont manokrūgu tam nekultu, tniskyugans, kust, o alais, trūt atot viesu."
220,data/AudioCorpus/Recordings/mns_cc46776a-26e8-46f4-9c8e-499323030faf/020_╨ó╨░_╨║╨╛╨╗╨╜_╨╝╨░_╨╜╤î╨╗╨░╤é_╨╜╤ì_.wav,Та колн ма̄ньлат нэ̄кве воспитателиг рӯпитаӈкв ёхтыс.,Dako manilat nejakė waspiteitį yruopitinki jauhtas.
221,data/AudioCorpus/Recordings/mns_cc46776a-26e8-46f4-9c8e-499323030faf/059_╨É╨╝_╨╝╨░_╤ë╤é╤ï╤Ç_╤à╨╛_╤é╨┐╨░╤é_╨░.wav,Ам ма̄щтыр хо̄тпат акван-атыглаӈкв номсэ̄гум.,"А мастер рот, под аккор на талантном сегу."
222,data/AudioCorpus/Recordings/mns_5023843d-262d-4eba-a179-86abf1657656/039_╨ÿ_╨┐_╤é╨╛_╤é╨░╨┐╤ü╨╛╨▓╨╜_╨┐╨╕╨╜╨▓╨╡.wav,Иӣп то̄тапсовн пинве̄сыт. Ань Ло̄пмус ос Кимкъя­суй па̄влыгт о̄лнэ ня̄в­рамыт.,"Jie vietuotapsuon pirmėjasi, ani lobmos, eskim kėsui pavlyt o alniniāveram atsūtų."
223,data/AudioCorpus/Recordings/mns_cc46776a-26e8-46f4-9c8e-499323030faf/021_╨¥╨░╨╝╨╡_╨¡╨╗╤î╨╝╨╕╤Ç╨░_╨Ñ╨░╤ä╨╕╨╖╨╛╨▓.wav,Наме – Эльмира Хафизовна Айратова. ,نعمي، المرة خفزة من ايراتة
224,data/AudioCorpus/Recordings/mns_f9383813-db15-4833-9407-325b3d45d79c/101_╨Ñ╨╛_╤é╨░╨╗_╨┐╨░╨╗╤ï╤é_╨╝╨░_╨╜_╤ü╨╛.wav,"Хо̄тал палыт ма̄н сосса ма̄хманув э̄рганыл, йӣкваныл тот суссыл­тасаныл. ",Hotel palit man susamach manų irganu vikvonų tutsus lita sannu.
225,data/AudioCorpus/Recordings/mns_6151718c-fdb2-4e03-8a68-5210858ad277/075_╨¥╨░_╨╜_╨╝╨░_╨╜╤î╤ë╨╕_╨╗╨░_╤é_╤ï╨╜.wav,На̄н ма̄ньщи ла̄тӈынт тамле пӯмащ ва̄рмаль ам та̄ра-паттысум. На̄н тох ла̄вегы̄н.,"Nán manši Latman, tam liepumus varma amtara patysų. Nantuklai vegan."
226,data/AudioCorpus/Recordings/mns_cc46776a-26e8-46f4-9c8e-499323030faf/053_╨ó╨░╨▓_╨╗╨░_╨▓╨╝╨╡_╤ë╨╕╤Ç╤ï╨╗_╨┐╨╡_.wav,"Тав ла̄вме щирыл, пе̄с Сургут музеиӈ ма̄т рӯ­питан сосса хо̄тпат.","Ta vlai vies širil, pią surgut mūsieigmat, ruptan sosą hodpat,"
227,data/AudioCorpus/Recordings/mns_fc3fe528-fe46-498b-9d60-49e20a18aa98/013_╨ó╨░_╨┐╨╛╤Ç╨░╤é_╨╝╨░_╤à╤â╨╝_╤ü╨░╨║╨░.wav,Та порат ма̄хум сака та̄рвитыӈ о̄лсыт. ,Tā pūrud maksam sakatār viņu alsits.
228,data/AudioCorpus/Recordings/mns_6151718c-fdb2-4e03-8a68-5210858ad277/068_╨£╨ô╨ú_╨║╨╛╨╗╨╜_╨░╨╝_╨╛_╨▓╤ï╨╗_╤ë_.wav,"МГУ колн ам о̄выл щёс хунь ёхтысум, математика мощ лю̄льсаӈ хансыслум, ат вуйве̄сум.","Мгул Конамовл сейчас хумёт, математика, мучлюльцем хансистлом от твои вес."
229,data/AudioCorpus/Recordings/mns_6151718c-fdb2-4e03-8a68-5210858ad277/020_╨₧╤ü_╨╝╨╛╤ë╤ë╨░╨│_╤à╤â╨╗╤î╤é╤â╨╝_╨╝╨╕.wav,Ос мощщаг хультум мирыт ла̄тӈаныл ханищ­таӈкв щар ма̄к пӯмщиг о̄лы.,Смужчу хульті мірт латнының ханіштң жарма пумшу ол
230,data/AudioCorpus/Recordings/mns_cc46776a-26e8-46f4-9c8e-499323030faf/052_╨ó╨╛╤é_╤ü╨╛╤ü╤ü╨░_╨╝╨░_╤à╤â╨╝_╨░╨║╨▓.wav,Тот сосса ма̄хум акван-атыгласаныл.,Tut susama ako ako anatilasano.
231,data/AudioCorpus/Recordings/mns_6151718c-fdb2-4e03-8a68-5210858ad277/011_╨ó╨░╨▓_╤é╤ï_╨░_╨╜╤â╨╝╨╜_╨╗╨░_╨▓╤ï╤ü.wav,"Тав ты а̄нумн ла̄выс, онтолов класс а̄стланэм юи-па̄лт Москван вос минэ̄гум.",Tafti annum lavas ondoloklas astlenem jui palmaskván vos minu.
232,data/AudioCorpus/Recordings/mns_cc46776a-26e8-46f4-9c8e-499323030faf/017_╨ó╨░_╨╜_╨░_╨╜╤â╨╝_╤à╨░╨╜╤é╤ì╨╕╠å╨║╨░╨│.wav,Та̄н а̄нум хантэйкаг намталасаныл.,tan anum hanti ikanam tolasanu
233,data/AudioCorpus/Recordings/mns_6151718c-fdb2-4e03-8a68-5210858ad277/045__╨╝╨░╤ë╨░╨║╨▓_╨┐╨╛╤é╤ï╤Ç_╤é╨░_╨║╨▓_.wav,"Ёмащакв потыр­таӈкв ха̄сэ̄гыт. Хотьют ханищтахтын нэ̄пакыт хансуӈкв те вуйхатнув, сака ёмас о̄лнув. ","Ему щек потратим хаси, хоть у тебя нещадок, не оба, как от хансунки, выхотну, так как емус, алну."
234,data/AudioCorpus/Recordings/mns_5023843d-262d-4eba-a179-86abf1657656/012_╨ó╨░_╤Ä╨╕_╨┐╨░_╨╗╤é_╨░_╨│╨╕╤é_╨┐╤ï.wav,Та юи-па̄лт а̄гит-пыгыт кон ёнгим ха̄йтыгтэ̄гыт.,tajuy pal tait byd gwngyunim khai taitet.
235,data/AudioCorpus/Recordings/mns_cc46776a-26e8-46f4-9c8e-499323030faf/042_╨£╨╛_╤é╤ï╤é_╤é╨░_╨╗_╤é╨░_╨╜_╤ë╨╕╤Ç.wav,Мо̄тыт та̄л та̄н щирва-ва̄й ю̄нтсыт.,"Mu atetalta, nus širo vava iš unsit."
236,data/AudioCorpus/Recordings/mns_cc46776a-26e8-46f4-9c8e-499323030faf/015_╨£╨╛_╤é_╨╜╤Å_╨▓╤Ç╨░╨╝╤ï╤é_╤à╨░╨╗╤é_.wav,Мо̄т ня̄врамыт халт ам сака а̄прыӈ ня̄врамыг о̄лсум.,"Матня в рометхалтом зака, а при н'яв роми голосом."
237,data/AudioCorpus/Recordings/mns_fc3fe528-fe46-498b-9d60-49e20a18aa98/048_╨ó╨░_╨╜_╨╜╨░_╤à╨╛╨╗╤î╤é╤ï╨╜_╤ü╤ì_╤Ç.wav,"Та̄н наӈ хольтын сэ̄ръёр, ка̄р­кам хо̄тпаг вос яныгме̄­гыт.","na hulit in seri, yung kartong khot pa yung vasi na imi."
238,data/AudioCorpus/Recordings/mns_6151718c-fdb2-4e03-8a68-5210858ad277/094_╨É╨╝_╨Æ╨░╨╗╨╡╤Ç╨╕╨╕╠å_╨º╨╡╤Ç╨╜╨╡╤å╨╛╨▓_.wav,Ам Валерий Чернецов хан­сум нэ̄паканэ ёт-тотса­нум,aam valiri chernicou vchantum neapakane yutut sanu.
239,data/AudioCorpus/Recordings/mns_fe84e10c-d228-4e29-937b-e73e570dbb24/007_╨æ╨╡╨╗╨╛╤Å╤Ç╤ü╨║╨╕╨╕╠å_╤Ç╨░╨╕╠å╨╛╨╜╤é_╨Ü╨░.wav,Белоярский районт Касум па̄выл музей кӯщаиг о̄лнэ нэ̄ Елена Терентьевна Федотова са̄всыр ёмас тэ̄лат ва̄ри.,"Bialiarski reion, kas un pavel mūsīkų šiai į olyninė, ilien atirientinę fidotava savi saryoma stela tvari."
240,data/AudioCorpus/Recordings/mns_6151718c-fdb2-4e03-8a68-5210858ad277/014_╨É╨╝_╨╗╨╛╨▓_╨╛╤ü_╨░╨║╨▓╤à╤â╨╕╠å╨┐╨╗╨╛╨▓.wav,"Ам лов ос аквхуйплов классыт тот ха­нищтахтасум, общежи­тият о̄лсум.","А млов, у с такой плов-глассы, то от ханистах-тасу, общежитие от олсом."
241,data/AudioCorpus/Recordings/mns_cc46776a-26e8-46f4-9c8e-499323030faf/034_╨»╨╗╨┐╤ï_╤à╨╛_╤é╨░_╨╗╤ï╤é_╨╝╨░╨╜╨╛╤ü.wav,"Ялпыӈ хо̄та­лыт манос намхо̄талыт о̄лнэ порат акваг тав ётэ хо̄нтхатыглыме̄н, потыртыме̄н.","Elpungo atel, manus namo atel, to alnip porad, akojte vieti hoant, hatilį mėn, poturti mėn."
242,data/AudioCorpus/Recordings/mns_5023843d-262d-4eba-a179-86abf1657656/035_╨Ü╨░_╤ü╤ï_╨╜╤ì_╨┐╨░╨║_╨╗╨╛_╨╝╤é_╤é.wav,Ка̄сыӈ нэ̄пак-ло̄мт татем нё̄тнэ̄г ва̄рима.,"Kas nėpakulom, takimniotnių varimą."
243,data/AudioCorpus/Recordings/mns_fc3fe528-fe46-498b-9d60-49e20a18aa98/006_╨ó╨░╨▓_╨»_╤ü╤â╨╜╤é_╨┐╨░_╨▓╤ï╨╗╤é_╤ü.wav,"Тав Я̄сунт па̄вылт самын патыс, тот яныг­мас.","Dar vii aș un pal să mă patăți, tot dintre număs."
244,data/AudioCorpus/Recordings/mns_5023843d-262d-4eba-a179-86abf1657656/001_╨₧╨╝╨░╨╜╤â╨▓_╨╗╨░_╤é_╤ï╤é_╤à╨░╨╜╨╕╤ë.wav,Оманув ла̄тӈыт ханищтавет.,"Уманул лак, не тханищит."
245,data/AudioCorpus/Recordings/mns_6151718c-fdb2-4e03-8a68-5210858ad277/054_╨ó╤â╨▓╤ï╨╗_╤ì_╨╗╨░╨╗╤î_╤ü╨░_╨▓_╤ü╤ï.wav,"Тувыл э̄лаль са̄в­сыр потрыт хансуӈкв патэ̄гум, учёный хо̄тпатн ловиньтыянум. ","тө ва елай, савсер пудрт хансон патегу, о чон и хатпаты, лөвінтійан."
246,data/AudioCorpus/Recordings/mns_6151718c-fdb2-4e03-8a68-5210858ad277/051__╤ü╤é_╨╛_╨╗╨╜╤ì_╨╝╨░_╨╜╤î╤ë╨╕_╤à╨╛.wav,"Ӯст о̄лнэ ма̄ньщи хо̄тпат ёт потыртасум, ёмащакв титыгласанум. ","Устол немаінші хатпат ветпо тортасу, емужі ақ китылеса нам."
247,data/AudioCorpus/Recordings/mns_5023843d-262d-4eba-a179-86abf1657656/020_╨ÿ╠å_╨▓╤ï╤é_╨┐╤â╨╝╤ï╤é_╨╛╤ü_╨╕╠å╤Ç╨╕╤ë╨╕.wav,"Йӣвыт, пумыт ос ӯйрищит ху­рия­ныл по̄слым о̄лэ̄гыт.","jie ivit pumytos ujūsšit, kurie nu pasimaligat."
248,data/AudioCorpus/Recordings/mns_6151718c-fdb2-4e03-8a68-5210858ad277/062_╨í╨╡╨▓╨░_╤é_╨»╨╝╨░╨╗╨╜_╨Ü╨░╤ü╤â╨╝_╨┐.wav,"Сева ёт Ямалн, Касум па̄вылн ялыс.",šieva jau jau maun kas un pavo miallus.
249,data/AudioCorpus/Recordings/mns_51efedb4-c538-4ec2-9340-bdc77fda8ddd/028_╨ÿ╠å╨╕╨╗╤î╨┐╨╕_╨╜╤ì_╨┐╨░╨║_╨Ñ╨╡╨╗╤î_╤ü.wav,Йильпи нэ̄пак Хель­синки ӯст о̄лнэ научный нэ̄пак ла̄пкат ёвтуӈкве ро̄ви.,"Єльпіне пап, хельсники у столни, научнийне пакладка у Геотом Квірові."
250,data/AudioCorpus/Recordings/mns_51efedb4-c538-4ec2-9340-bdc77fda8ddd/032_╨ó╤ï_╨║╨╛╨╜╤ï╨┐╨░╨╗_╨║╨░_╤ü╤ï_╤à╨╛_.wav,Ты коныпал ка̄сыӈ хо̄тпа такви о̄с ты нэ̄пак щирыл ханищтахтуӈкве ве̄рми.,"тікוןыпال ка승 хоотпа, мо́сты неапокширо ха́ніштахтом кивеярми."
251,data/AudioCorpus/Recordings/mns_51efedb4-c538-4ec2-9340-bdc77fda8ddd/016_╨£╨░_╨╜╤î╤ë╨╕_╨╗╨░_╤é╤ï_╤à╨░╨╜╨╕╤ë╤é.wav,Ма̄ньщи ла̄тыӈ ханищтан нэ̄пак кит со̄тыра ва̄т нупыл акв та̄лт хансуӈкве о̄вылтасыт. ,"Майші лақтұнң аништан неапақ, кі түсуақ түра вақтұлң талт, хансум кі олтасыт."
252,data/AudioCorpus/Recordings/mns_51efedb4-c538-4ec2-9340-bdc77fda8ddd/007_╨₧_╨▓╤ï╨╗_╤ë_╤ü_╨║╨╕╤é_╤ü╨╛_╤é╤ï╤Ç.wav,О̄выл щё̄с кит со̄тыра ва̄т нупыл акв та̄лт ва̄руӈкве номылматас.,"Ovo šoast, kitso atteru vatnupalakta talt varunkvinu lumatas."
253,data/AudioCorpus/Recordings/mns_177219ef-59e9-4842-a7b7-4ae54cf98d31/009_╨ó╨╛╤é_╨╝╨░_╨╜╤î╤ë╨╕_╨╝╨╛_╨╕╠å╤é╤ï╤é_.wav,Тот ма̄ньщи мо̄йтыт хансым о̄лэ̄гыт.,"Мальчимой, к концем, алию."
254,data/AudioCorpus/Recordings/mns_177219ef-59e9-4842-a7b7-4ae54cf98d31/003_.wav,nan,kitnya pake urel poter onggis
255,data/AudioCorpus/Recordings/mns_177219ef-59e9-4842-a7b7-4ae54cf98d31/008_╨£╨░_╨╜_╨░╨╜╤î_╨║╨╕╤é_╨╝╨░╤ü_╨╜╤ì_.wav,Ма̄н ань кит ёмас нэ̄пакыг суссылтан ма̄гыс атхатасӯв.,Ma nende kitjomas neapakõus osultan maas kata soo.
256,data/AudioCorpus/Recordings/mns_c1139318-b255-49af-a490-4bcc62c40ebe/024_╨É╨╝_╨Ñ╨░_╨╗╤î_╤ü╨╜_╨╝╨╕╨╜╤â_╨║╨▓╨╡.wav,"Ам Ха̄льӯсн минуӈкве ла̄вве̄сум, тув та о̄лмыгтасум. ","ja se on haljus, minun kelloa ja se on kulttu, aloimutta suoraan."
257,data/AudioCorpus/Recordings/mns_177219ef-59e9-4842-a7b7-4ae54cf98d31/028_╨₧╤ü_╨╛╨╝╨░╤é╤ì_╨É╨║╤ü╨╕╨╜╤î╤Å_╨í╤é╨╡.wav,Ос оматэ Аксинья Степановна ёт ат та хо̄нтхатыгласум.,Ο θομμάτει αξινιές και μπάνω να με λέει όταν έτρα τα κράντρα τα διάσου μου.
258,data/AudioCorpus/Recordings/mns_e2d6bd48-0319-4a7a-bd14-08d07e0197e8/009_╨É╨╝_╨╜╨░╨╝╤â╨╝_╨É╨┤╨░╨╝_╨É╤ä╤Ç╨╕╨║╨░.wav,"Ам намум Адам, Африкат о̄лнэ Мали ма̄т.","Amnamo pradam, afrikatārni, mali mat."
259,data/AudioCorpus/Recordings/mns_62530372-28a5-4c72-bdd1-a1c1c5d090c9/052_╨ô╨╡╤Ç╨╝╨░_╨╜╨╕╤Å╤é_╨¡╨╗╤î╨▒╨░_╤Å_╨▓.wav,"Герма­ният Эльба я̄ ва̄тат акв мир о̄лыс, рущ ла̄тӈыл ла̄вавет эльбские славяне.","Германии от Ирибая Вата, а к мир Ауз, Рушла Кнулаовит, Ильбский Славиянии."
260,data/AudioCorpus/Recordings/mns_62530372-28a5-4c72-bdd1-a1c1c5d090c9/034_╨É╨╜╤î_╨╜╤Å_╨▓_╤Ç╨░╨╝╤ï╤é_╨╛╤ü_╨╝╨░.wav,Ань ня̄в­рамыт ос ма̄ньлат ма̄хум ща̄нь ла̄тӈыл сака ат потыртэ̄гыт.,"a nejavrém od osmejde a kvácho, čekla a kvlsokát, po trtyj věno."
261,data/AudioCorpus/Recordings/mns_186638cd-e6c5-47ef-9a25-4b6d6adf9bce/020_╨¥╨╕╨╗╨░_╤ì_╤ë_╨╛╤ü_╨░_╨┐╤ë╨╕_╨╛_.wav,Нила э̄щ ос а̄пщи о̄ньщи.,Newer edge or sub-sheet point sheet.
262,data/AudioCorpus/Recordings/mns_1099f856-05a1-44ee-bc58-4d21b3f11fe6/016_╨ó╨░_╨╜_╤é╤ï╤é_╤ü╨░_╨▓╤ü╤ï╤Ç_╨┐_╨╝.wav,Та̄н тыт са̄всыр пӯмыщ ханищтапыт ос сыре-сыр касылыт ка̄салэ̄гыт.,"Детчаусор помышки не стекут от серии срекасы, но не салей."
263,data/AudioCorpus/Recordings/mns_e2d6bd48-0319-4a7a-bd14-08d07e0197e8/014_╨É╨╝_╤ê╨║╨╛╨╗╨░_╨╝╨░╤ë╨░╨║╨▓_╨░_╤ü╤é.wav,Ам школа ёмащакв а̄стламум юи-па̄лт.,"Am ško ulaj, ja mi šakastla mu joj pakt."
264,data/AudioCorpus/Recordings/mns_186638cd-e6c5-47ef-9a25-4b6d6adf9bce/007_╨»╨╜╤ï╨│_╨░_╨│╨╕╨╝╨╡_╨╜_╨╜╨░╨╝╨╡_╨Æ.wav,"Яныг а̄гиме̄н наме Варвара, нёлолов та̄лэ то̄влыс.","Janai aimiam namie varvara, nėlolotālę tovlas."
265,data/AudioCorpus/Recordings/mns_177219ef-59e9-4842-a7b7-4ae54cf98d31/032_╨Ñ╤â╨╝_╨╗╨░_╨▓╤ï╤ü_╨░_╤é╤Å╨╝_╨╝╨░_.wav,Хум ла̄выс: а̄тям ма̄ньщи мо̄йтыт о̄с акваг мо̄йтыглас.,"com lagos. Aqui, mantendo muito, essa foi muito glas."
266,data/AudioCorpus/Recordings/mns_186638cd-e6c5-47ef-9a25-4b6d6adf9bce/015_╨₧╨╝╨░╨╝_╨Ü╨╗╨░╨▓╨┤╨╕╤Å_╨Ü╨╕╤Ç╨╕╨╗╨╗╨╛.wav,"Омам Клавдия Кирилловна, такви о̄парищ наме Юрьева.","Omam klavdė kiriilovna, tai kai o parišnami jūrėva."
267,data/AudioCorpus/Recordings/mns_186638cd-e6c5-47ef-9a25-4b6d6adf9bce/012_╨₧╨╗╤Å_╨╜╨░_╤à╨╛╤é╤ï╨╗_╨╛_╨╗╤ì_╨│╤ï.wav,"Оля, наӈ хотыл о̄лэ̄­гын?",أولاً ننخطوا أعليين
268,data/AudioCorpus/Recordings/mns_e2d6bd48-0319-4a7a-bd14-08d07e0197e8/061_╨É_╤é╤Å╨▓_╤é╨░╨║╨▓╨╕_╨╗╨░_╤é_╨╡_╤Ç.wav,А̄тяв такви ла̄тӈе ринконада.,"Аккеф, так вилак мне и ринка надо."
269,data/AudioCorpus/Recordings/mns_e2d6bd48-0319-4a7a-bd14-08d07e0197e8/057_╨í╤ï╤Ç╨╡_╤ü╤ï╤Ç_╨┐╨░╤ü_╤é╨░╤é_╨▓╨░_.wav,Сыре-сыр пас­тат ва̄ре̄в.,"Sidi serpasta, Tvaria."
270,data/AudioCorpus/Recordings/mns_e2d6bd48-0319-4a7a-bd14-08d07e0197e8/070_╨Ñ╤â╨╝╤â╤ü_╤é╨╛╨▓╤â_╨║╨▓╨╡_╤ì_╤Ç╨╕_.wav,"Хумус товуӈкве э̄ри, тувыл ущ нёвумтасме̄н.","Commission, D�un ve Eri, Duhuluş, Yovum Tasımyan."
271,data/AudioCorpus/Recordings/mns_186638cd-e6c5-47ef-9a25-4b6d6adf9bce/005_╨₧_╨╕╠å╨║╨░╤é╤ì_╨╜╨░╨╝╨╡_╨É╨╗╨╡╨║╤ü╨╡╨╕╠å.wav,"О̄йкатэ наме Алексей Семёнович, тэ̄н нила а̄ги о̄ньще̄г.","Ой, Катинами, Алексей Семіонович, Тем, Ніла Ай, Ольщей."
272,data/AudioCorpus/Recordings/mns_1099f856-05a1-44ee-bc58-4d21b3f11fe6/030_╨Ñ╨╛╤é╤î╤Ä╤é╨░╨╜╤ï╨╗_╨╜╤ì_╨┐╨░╨║╨╡_╨┐.wav,Хотьютаныл нэ̄паке пē­рияве – велосипедыл миве.,"Хочу днуня пока перьяве, велосипеду мивия."
273,data/AudioCorpus/Recordings/mns_177219ef-59e9-4842-a7b7-4ae54cf98d31/018_╨«_╨╜╤é╤â╨╝_╤â╤é╨░╨╜╤ì_╤à╨╛╤Ç╨░╨╝╤ï╨╗.wav,Ю̄нтум утанэ хорамыл щуртсанэ.,"yundumotane, horamo shorzane."
274,data/AudioCorpus/Recordings/mns_186638cd-e6c5-47ef-9a25-4b6d6adf9bce/037_╨ó╨╛╤é_╨░╤ë╨╛_╨╕╠å╨║╨░╨╝_╨║╨╛╨╗╤à╨╛╨╖╤é.wav,"Тот ащо̄йкам колхозт рӯпитас, хӯл алыщлас.","tot ašojkam kolhost ruupitas, hula lysšlas."
275,data/AudioCorpus/Recordings/mns_62530372-28a5-4c72-bdd1-a1c1c5d090c9/013_╨Ñ╤â╨╜╤î_╤à╨╛╤é╤é╤ï_╤à╨╛_╨╜╤é╤à╨░╤é╤ï.wav,"Хунь хотты хо̄нтхатыглапыт ва̄рыглавет, во̄вавем те, на̄н о̄лнэ ма̄н ща̄гтым ёхталэ̄гум.",nükotek hantakadadu aputvára levit vovarimkyev.
276,data/AudioCorpus/Recordings/mns_c1139318-b255-49af-a490-4bcc62c40ebe/007_╨₧╨╝╨░╤é╤ì_╨É╨╜╨╜╨░_╨ó╨╕╤à╨╛╨╜╨╛╨▓╨╜╨░.wav,"Оматэ Анна Тихоновна, такви о̄парищ наме Номина, Хулюмсӯнтныл о̄лыс.","Amatə Annakî Hanavna dəkvə aqpar işləmin nə omina, hulüm sonlu ağlısı."
277,data/AudioCorpus/Recordings/mns_e2d6bd48-0319-4a7a-bd14-08d07e0197e8/035_╨ó╨░╨▓╨╡_╨┐╤â╤ü╤ü╤ï╨╜_╨▓╨░_╨│╨░╨╜╤ï╨╗.wav,"Таве пуссын ва̄ганыл, школат ня̄врамыт ты ла̄тӈыл ханищтавет.",daļi pusilvāgā no šolatnievrā mud dilāk no kainištēviet.
278,data/AudioCorpus/Recordings/mns_e2d6bd48-0319-4a7a-bd14-08d07e0197e8/046_╨É╨╝_╨╜╨░╨╝╤â╨╝_╨ö╨░╨╜╨░_╨ñ╨╕╨╗╨╕╨┐╨┐.wav,"Ам намум Дана, Филиппины ма̄ныл ёхтысум, Манила ӯст самын патсум.",Am nannu'n ddarna ffili pene mae'n yw'r yswm yn eu yla os ten fadsrwm.
279,data/AudioCorpus/Recordings/mns_c1139318-b255-49af-a490-4bcc62c40ebe/021_╨ÿ╨╜╤é╨╡╤Ç╨╜╨░╤é╤é_╤Å╨╜╤ï╨│_╤ü╨░_╤é_.wav,Интернатт яныг са̄т хус а̄гирищит-пыгрищит о̄лсыт.,"internetle yanıksak, husayiriş böyle işte alset."
280,data/AudioCorpus/Recordings/mns_177219ef-59e9-4842-a7b7-4ae54cf98d31/006_╨₧╨╝╨░╤é╤ì_╨╝╨╛_╨╕╠å╤é╤ï╨│╨╗╨░╨╝_╨╝╨╛_.wav,Оматэ мо̄йтыглам мо̄йтыт хасве̄сыт.,"Оматемой-то, гумой-кот, расфеасы."
